name,permalink,gender,feedGender,images,feedProductId,brandName,feedBrandName,categoryName,feedCategoryName,modelingName,available,sizeType,feedSizes,ageGroup,feedAgeGroup,strongBrandName,strongCategoryType,strongCategoryName,strongSubcategoryName,strongModelName,strongModelingName,weightStyle,sizeSystem,useStrongModeling,barcodes,availableSizes
conjunto blazer cropped e bermuda,https://www.tufiduek.com.br/284443,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/44/284443_conjunto-blazer-cropped-e-bermuda-2224800353_z1_639083481474675921.webp,284443,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido midi detalhe franzido,https://www.tufiduek.com.br/279596,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/95/279596_vestido-midi-detalhe-franzido-444805054_z1_639083485837706671.webp,279596,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G|GG
vestido midi tweed slim mescla,https://www.tufiduek.com.br/272943,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/29/272943_vestido-midi-tweed-slim-mescla-444805053_z1_639083505828151977.webp,272943,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido midi detalhe franzido,https://www.tufiduek.com.br/287987,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/79/287987_vestido-midi-detalhe-franzido-444805351_z1_639083464594506830.webp,287987,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
conjunto body degage e saia longa,https://www.tufiduek.com.br/290755,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/07/290755_conjunto-body-degage-e-saia-longa-2224800405_z5_639083455810810345.webp,290755,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido longo ombro so tulle,https://www.tufiduek.com.br/290667,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/06/290667_vestido-longo-ombro-so-tulle-444805406_z1_639083450590891941.webp,290667,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido bicolor essence,https://www.tufiduek.com.br/279605,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/96/279605_vestido-bicolor-essence-444805179_z1_639083486218897595.webp,279605,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G|GG
macacao em denim,https://www.tufiduek.com.br/287038,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/70/287038_macacao-em-denim-544800389_z1_639083471895610628.webp,287038,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
calca reta alfaiataria,https://www.tufiduek.com.br/279485,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/94/279485_calca-reta-alfaiataria-24801731_z1_639083485146687395.webp,279485,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G|GG
vestido curto estampa degrade,https://www.tufiduek.com.br/286537,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/65/286537_vestido-curto-estampa-degrade-444805314_z1_639083469351569007.webp,286537,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
